Frequency (Hz),Red_X,Red_Y,Blue_X,Blue_Y,Green_X,Green_Y,Orange_X,Orange_Y,Yellow_X,Pink_X,Pink_Y,Purple_X,Purple_Y,Red2_X,Red2_Y,Blue2_X,Green2_X,Orange2_X,Orange2_Y,Yellow2_X,Yellow2_Y,Pink2_X,Pink2_Y
46.5686,0.7863,2.5292,0.0592,0.022,0.6612,0.2131,0.3846,1.1231,0.7023,0.0627,0.0581,0.0047,0.4109,0.0994,0.0171,0.3075,0.1132,0.1244,0.9954,1.3367,0.1813,0.1246,0.079
46.6685,0.8398,3.2907,0.0796,0.021,0.5497,0.1871,0.3753,0.9149,0.451,0.0834,0.0551,0.0229,0.4366,0.0946,0.0174,0.1484,0.1155,0.1418,1.0112,1.8146,0.3348,0.4325,0.0593
46.7684,0.7888,2.7297,0.0984,0.0202,0.196,0.1619,0.5665,1.7131,0.4092,0.0956,0.0546,0.0453,0.4544,0.0995,0.0163,0.7001,0.1899,0.2252,0.9593,1.4878,0.2939,0.6002,0.0274
46.8684,0.7678,2.8208,0.1154,0.0195,0.2651,0.1393,0.416,1.5969,0.5322,0.1072,0.0576,0.0675,0.46,0.1112,0.014,1.67,0.1647,0.3156,0.8449,1.4862,0.1794,0.57,0.0339
46.9683,0.8363,3.1568,0.1302,0.0189,0.2763,0.1211,0.4178,2.1152,0.2794,0.133,0.0637,0.0874,0.4519,0.1241,0.0106,1.0994,0.0945,0.3899,0.6819,1.9532,0.3856,0.3538,0.0628
47.0682,0.7515,2.5344,0.1422,0.0183,0.3817,0.1092,0.2608,1.5182,0.4533,0.1809,0.0715,0.1031,0.4308,0.1341,0.0067,0.637,0.1806,0.4382,0.4924,1.5,0.353,0.0298,0.0765
47.1682,0.7764,3.0593,0.1507,0.0177,0.6154,0.1057,0.3171,1.4985,0.8115,0.2457,0.0795,0.114,0.4,0.1389,0.0026,0.7345,0.2092,0.4568,0.3093,1.5183,0.2122,0.3211,0.0643
47.2681,0.8415,2.8867,0.1549,0.0171,0.5821,0.1119,0.3108,1.285,0.3921,0.3167,0.0865,0.1201,0.3645,0.1382,0.0015,0.5635,0.1255,0.4471,0.1985,1.957,0.3799,0.5573,0.0349
47.368,0.6844,2.7096,0.1543,0.0164,0.1928,0.1269,0.5034,1.469,0.417,0.3828,0.0919,0.1226,0.3311,0.1332,0.0047,0.5729,0.1206,0.415,0.2322,1.4077,0.3425,0.6115,0.0207
47.468,0.8586,3.0747,0.1484,0.0157,0.4828,0.1483,0.4852,1.2993,0.5004,0.4338,0.0954,0.1235,0.3073,0.1265,0.0069,0.7935,0.1819,0.3713,0.3146,1.4875,0.189,0.4679,0.0543
47.5679,0.7402,2.8878,0.1374,0.0149,0.3976,0.1734,0.4942,1.2577,0.3588,0.4617,0.0971,0.1256,0.2986,0.1211,0.008,1.469,0.143,0.3308,0.3657,1.8801,0.3647,0.1729,0.0768
47.6678,0.7614,2.7964,0.1219,0.014,0.3194,0.1999,0.2971,1.0491,0.5986,0.4616,0.097,0.131,0.3055,0.1196,0.0079,0.7877,0.0931,0.3089,0.3666,1.2194,0.3395,0.1807,0.0754
47.7678,0.8282,3.2788,0.1032,0.0131,0.5371,0.2256,0.2734,1.3407,0.778,0.4318,0.0953,0.1403,0.3231,0.1225,0.0066,0.764,0.1346,0.3122,0.3187,1.3301,0.1893,0.471,0.0523
47.8677,0.7362,2.7512,0.0836,0.0121,0.4816,0.2485,0.2583,0.8192,0.3029,0.3748,0.0915,0.1526,0.3443,0.1279,0.0044,0.5337,0.1134,0.3333,0.2358,1.7001,0.3361,0.608,0.0219
47.9676,0.7857,3.2036,0.0668,0.0111,0.5137,0.2668,0.5072,0.9555,0.4351,0.2968,0.0855,0.1662,0.3624,0.133,0.0017,1.2285,0.0471,0.358,0.1551,0.9553,0.3003,0.5468,0.0426
48.0676,0.8384,3.2486,0.0576,0.0101,0.4665,0.2786,0.474,0.5731,0.4574,0.2074,0.0768,0.1788,0.373,0.1353,0.0023,1.5782,0.0911,0.3754,0.1658,1.0596,0.1571,0.3096,0.0713
48.1675,0.7189,2.9183,0.0588,0.0092,0.2521,0.2819,0.5824,0.4205,0.3091,0.1217,0.0654,0.1892,0.3742,0.1332,0.0056,0.2571,0.0954,0.3803,0.2674,1.4612,0.3155,0.0406,0.0822
48.2674,0.858,3.5402,0.0667,0.0083,0.4189,0.2752,0.287,0.6585,0.5297,0.075,0.0516,0.1966,0.3664,0.1263,0.0089,0.2608,0.0395,0.3722,0.3839,0.732,0.2781,0.353,0.0684
48.3673,0.8207,3.1459,0.0756,0.0076,0.6574,0.2574,0.3167,0.0595,0.689,0.1027,0.0361,0.2013,0.3528,0.1154,0.0117,0.5999,0.0338,0.3535,0.4889,0.7763,0.0881,0.558,0.0418
48.4673,0.7469,3.3969,0.082,0.0071,0.4622,0.2278,0.1956,0.2735,0.2662,0.144,0.0207,0.2048,0.3389,0.1027,0.0138,0.8395,0.0451,0.3276,0.5758,1.2725,0.284,0.5762,0.0362
48.5672,0.9433,3.5927,0.0847,0.007,0.2822,0.1869,0.5183,1.0909,0.454,0.1671,0.0121,0.2089,0.3316,0.0917,0.0151,2.0253,0.0647,0.2977,0.6445,0.7032,0.3016,0.4038,0.0624
48.6671,0.7323,3.4181,0.0839,0.0071,0.3168,0.1361,0.4485,1.3996,0.3772,0.1663,0.0201,0.2152,0.3361,0.0873,0.0155,0.5754,0.0809,0.2661,0.697,0.4802,0.1,0.098,0.0802
48.7671,0.9039,3.6593,0.0818,0.0075,0.4291,0.0788,0.617,1.8941,0.2882,0.144,0.0316,0.2243,0.3529,0.092,0.0149,0.8862,0.0346,0.2352,0.7339,1.1795,0.2273,0.2485,0.074
48.867,0.8921,3.8417,0.0815,0.0082,0.399,0.0317,0.307,1.8819,0.6093,0.1082,0.0407,0.2349,0.3765,0.1035,0.0133,1.3313,0.0761,0.2087,0.7523,0.8954,0.3005,0.5113,0.0475
48.9669,0.7976,3.6165,0.0858,0.0091,0.702,0.0675,0.3539,1.3431,0.625,0.0785,0.0461,0.2445,0.3989,0.1168,0.0108,1.2879,0.1381,0.1934,0.7461,0.302,0.1539,0.6091,0.0176
49.0669,0.9728,4.0686,0.0956,0.01,0.3851,0.1289,0.2113,1.1896,0.2168,0.0883,0.0474,0.25,0.4123,0.1277,0.0077,2.5691,0.1091,0.1971,0.7078,1.2329,0.2086,0.5101,0.0463
49.1668,0.8645,4.0072,0.1091,0.0108,0.4471,0.1871,0.48,0.8922,0.4027,0.13,0.0447,0.2489,0.4107,0.1334,0.0041,2.6395,0.0889,0.2213,0.6311,1.1536,0.2911,0.2465,0.0749
49.2667,0.8989,3.9471,0.1233,0.0115,0.4158,0.2366,0.462,1.5004,0.2847,0.1746,0.0387,0.2399,0.3905,0.1327,0.0006,0.3714,0.1725,0.2579,0.5146,0.3695,0.1681,0.1008,0.0833
49.3667,1.0089,4.4728,0.1352,0.0121,0.4415,0.2745,0.5624,1.882,0.3288,0.2093,0.0301,0.2236,0.3513,0.1262,0.0032,1.1223,0.1779,0.2954,0.3684,1.4111,0.1946,0.4081,0.0667
49.4666,0.8706,4.0781,0.1429,0.0125,0.6569,0.2988,0.4035,2.0821,0.6455,0.2288,0.0204,0.2031,0.2954,0.1164,0.0061,1.4132,0.1227,0.323,0.2435,1.3831,0.289,0.5836,0.0335
49.5665,1.0163,4.5085,0.1448,0.0126,0.6903,0.3087,0.3283,1.7859,0.6108,0.2313,0.0121,0.1836,0.2296,0.1081,0.0083,1.728,0.1726,0.3322,0.284,0.4938,0.209,0.5671,0.0181
49.6665,1.0064,4.6125,0.1403,0.0126,0.3567,0.3044,0.273,1.2291,0.1345,0.2178,0.0117,0.1715,0.1685,0.1068,0.0094,2.2238,0.2085,0.3173,0.4709,1.6253,0.2217,0.3662,0.0493
49.7664,0.9405,4.4356,0.1296,0.0124,0.497,0.2869,0.4079,0.5628,0.3634,0.1913,0.0184,0.1708,0.1434,0.1149,0.0094,3.301,0.1602,0.2765,0.6813,1.5557,0.2917,0.0522,0.068
49.8663,1.1031,4.9006,0.1133,0.0121,0.3366,0.258,0.5036,0.3368,0.25,0.157,0.0256,0.1797,0.1757,0.1295,0.0085,2.0451,0.1691,0.2131,0.8643,0.6251,0.2043,0.2936,0.0621
49.9663,0.9912,4.8413,0.0931,0.0118,0.4413,0.2197,0.5353,1.0625,0.307,0.1235,0.031,0.1918,0.2366,0.1449,0.0072,1.5947,0.2155,0.1415,0.9915,1.7889,0.2228,0.5337,0.0384
50.0662,1.0662,4.7721,0.0713,0.0115,0.5401,0.1743,0.4497,0.6597,0.6186,0.1031,0.0344,0.2007,0.2974,0.1562,0.0065,0.8185,0.1733,0.1115,1.0442,1.6149,0.3031,0.5997,0.0176
50.1661,1.1193,5.379,0.052,0.0114,0.6144,0.1238,0.2522,0.7268,0.5687,0.1062,0.0358,0.2023,0.3451,0.1604,0.0076,0.9804,0.1418,0.1699,1.0132,0.7446,0.2271,0.4718,0.0454
50.2661,1.0546,4.8592,0.0425,0.0114,0.3171,0.0709,0.3186,0.2862,0.1828,0.1275,0.0358,0.1954,0.3739,0.1559,0.0103,1.1788,0.2026,0.257,0.8995,1.8695,0.2232,0.1912,0.0685
50.366,1.1388,5.4561,0.0478,0.0118,0.2707,0.026,0.442,0.1792,0.4292,0.1547,0.0352,0.1813,0.3819,0.1433,0.0132,1.5339,0.1876,0.3344,0.7142,1.5049,0.2881,0.1517,0.0711
50.4659,1.1694,5.4315,0.0616,0.0125,0.3361,0.0533,0.5398,0.7579,0.2797,0.182,0.0347,0.1631,0.3708,0.1246,0.0158,0.1368,0.1061,0.3875,0.4773,0.8978,0.2318,0.4403,0.0535
50.5659,1.0976,5.2924,0.0764,0.0134,0.3328,0.1067,0.4719,0.7672,0.4365,0.2087,0.0353,0.1452,0.3455,0.1044,0.0174,0.3549,0.1417,0.4094,0.2164,1.9769,0.2216,0.5831,0.0284
50.6658,1.2408,5.8535,0.0897,0.0145,0.53,0.1593,0.3856,0.6998,0.7006,0.2362,0.0372,0.1313,0.3146,0.0898,0.0178,0.6163,0.1707,0.3989,0.0756,1.3626,0.2834,0.5329,0.0395
50.7657,1.1843,5.5318,0.1009,0.0158,0.5751,0.2074,0.285,0.5956,0.4539,0.2651,0.0405,0.1227,0.2897,0.0881,0.0169,1.2725,0.105,0.3602,0.2946,1.1202,0.2589,0.3072,0.0644
50.8657,1.1787,5.8331,0.1108,0.0171,0.2777,0.2483,0.374,1.034,0.1822,0.2942,0.0451,0.1171,0.2819,0.0993,0.0148,1.2827,0.0627,0.3027,0.4803,2.0736,0.2288,0.0267,0.0758
50.9656,1.3343,6.0208,0.1202,0.0185,0.4363,0.2798,0.4382,0.9984,0.3456,0.3207,0.0508,0.1105,0.2944,0.1158,0.0115,0.6692,0.1104,0.242,0.6053,1.2087,0.2957,0.3428,0.0642
51.0655,1.1531,5.8725,0.1297,0.0197,0.3291,0.2998,0.5246,1.2942,0.2844,0.3406,0.0575,0.0997,0.3201,0.1304,0.0075,0.9739,0.094,0.2011,0.664,1.42,0.3202,0.5525,0.0378
51.1655,1.3518,6.1751,0.1392,0.0207,0.3852,0.3068,0.4701,0.7789,0.4935,0.3505,0.0646,0.0837,0.3476,0.139,0.0036,0.674,0.0311,0.2004,0.6601,2.1973,0.2877,0.5803,0.0206
51.2654,1.2959,6.2897,0.1477,0.0216,0.6919,0.3001,0.3995,1.2882,0.6372,0.3483,0.0718,0.0632,0.3671,0.14,0.0039,1.0033,0.0373,0.2332,0.604,1.1823,0.3082,0.4185,0.0449
51.3653,1.2615,6.1266,0.1536,0.0221,0.4318,0.2795,0.2814,1.2381,0.3658,0.3332,0.0785,0.0417,0.3731,0.1335,0.0078,1.879,0.081,0.2761,0.5096,1.7532,0.3197,0.1182,0.0625
51.4653,1.4242,6.5808,0.1553,0.0223,0.1992,0.2459,0.3832,1.5758,0.2574,0.306,0.0844,0.0267,0.3635,0.1213,0.0115,1.4085,0.0919,0.3146,0.3905,2.2977,0.2933,0.2219,0.0585
51.5652,1.2773,6.4472,0.1515,0.0222,0.2132,0.2007,0.426,1.2885,0.3926,0.2688,0.0891,0.03,0.3397,0.1069,0.0143,0.3178,0.0502,0.3434,0.257,1.286,0.3668,0.4906,0.0366
51.6651,1.4025,6.4523,0.1412,0.0217,0.1829,0.1461,0.607,0.953,0.3066,0.2242,0.0927,0.0427,0.306,0.0957,0.0159,1.0223,0.0767,0.361,0.1166,2.1249,0.3899,0.5994,0.0191
51.7651,1.4126,6.9642,0.1242,0.0209,0.332,0.0845,0.4793,0.8064,0.4358,0.1752,0.0952,0.0533,0.2695,0.0931,0.0161,0.978,0.1491,0.3668,0.064,2.4242,0.3268,0.5134,0.0478
51.865,1.3541,6.4401,0.1009,0.0199,0.7189,0.0192,0.4093,1.0946,0.5358,0.1264,0.0968,0.0591,0.2396,0.1005,0.0149,0.6277,0.1391,0.3595,0.2136,1.4989,0.3996,0.2601,0.0713
51.9649,1.4676,7.0457,0.0727,0.0187,0.5003,0.049,0.2277,1.1793,0.2675,0.0866,0.0976,0.0606,0.2254,0.1136,0.0126,1.4807,0.0962,0.3368,0.3782,2.4458,0.4058,0.0808,0.0758
52.0649,1.4325,6.9568,0.0426,0.0175,0.1773,0.1144,0.3884,1.7571,0.2825,0.0772,0.0975,0.0601,0.231,0.1269,0.0092,1.8757,0.1733,0.2976,0.5393,2.5125,0.3232,0.3923,0.0568
52.1648,1.4216,6.7637,0.023,0.0163,0.2309,0.1755,0.4217,1.2448,0.3159,0.1057,0.0966,0.0603,0.2516,0.1365,0.0054,0.7923,0.2077,0.243,0.6836,1.6854,0.4483,0.5785,0.0254
52.2647,1.524,7.4293,0.0407,0.0154,0.1447,0.2292,0.69,1.087,0.2889,0.1491,0.0947,0.0636,0.2795,0.1406,0.0021,1.123,0.154,0.1804,0.7977,2.6548,0.4462,0.5769,0.0316
52.3646,1.4499,6.8409,0.0693,0.0146,0.3388,0.2731,0.4548,0.4908,0.5329,0.1938,0.0917,0.0708,0.3082,0.1387,0.0039,0.6736,0.176,0.1322,0.8705,2.5352,0.3231,0.3898,0.0633
52.4646,1.4923,7.3597,0.0951,0.014,0.7348,0.3047,0.3815,1.2042,0.538,0.2349,0.0879,0.0813,0.3342,0.1322,0.0071,1.2778,0.2396,0.1416,0.8956,1.8402,0.492,0.0787,0.0807
52.5645,1.5738,7.3534,0.115,0.0136,0.3527,0.3222,0.2132,1.372,0.162,0.2706,0.0835,0.0944,0.3559,0.1234,0.0096,0.6027,0.2064,0.2043,0.8727,2.7625,0.5113,0.258,0.0734
52.6644,1.4423,7.1528,0.1274,0.0132,0.2081,0.3243,0.395,1.6466,0.3006,0.3002,0.0788,0.1096,0.3722,0.1151,0.011,1.4583,0.1747,0.2812,0.8077,2.4831,0.3221,0.5056,0.0473
52.7644,1.6119,7.5962,0.1319,0.0127,0.2876,0.3107,0.4034,1.2687,0.2718,0.3241,0.0743,0.1262,0.3826,0.1101,0.0113,1.8552,0.2391,0.3536,0.7118,1.8915,0.4183,0.5849,0.0177
52.8643,1.5323,7.4086,0.1288,0.012,0.32,0.2818,0.68,1.1121,0.3503,0.3424,0.0706,0.1431,0.3862,0.1095,0.0105,1.0356,0.2351,0.4144,0.6009,2.7104,0.4335,0.4719,0.0411
52.9642,1.5297,7.4034,0.1195,0.0111,0.6351,0.2391,0.4892,0.5464,0.5754,0.3555,0.0679,0.1588,0.3829,0.1123,0.0089,0.8032,0.1705,0.4609,0.4973,2.3031,0.3053,0.2028,0.0655
53.0642,1.6504,7.8066,0.1066,0.01,0.7156,0.1848,0.4188,0.8776,0.4907,0.3631,0.0667,0.1716,0.3732,0.1164,0.007,1.2864,0.209,0.4919,0.4319,1.7921,0.455,0.1332,0.0698
53.1641,1.5098,7.3819,0.0937,0.0088,0.057,0.1223,0.2327,0.987,0.0583,0.3646,0.067,0.1806,0.3588,0.12,0.0055,1.3986,0.2378,0.5071,0.4353,2.4973,0.4301,0.4255,0.0512
53.264,1.6337,7.774,0.0853,0.0075,0.4018,0.0552,0.3429,1.4294,0.3411,0.3592,0.069,0.1854,0.3426,0.1224,0.0052,1.6361,0.1685,0.5056,0.5062,2.0213,0.2525,0.5782,0.0184
53.364,1.6198,7.7722,0.0845,0.0063,0.4832,0.0132,0.3893,0.7999,0.2301,0.3456,0.0725,0.1869,0.328,0.1239,0.006,1.5819,0.148,0.4874,0.6128,1.5806,0.4118,0.541,0.0283
53.4639,1.5584,7.5351,0.0901,0.0054,0.5455,0.0775,0.6524,0.8398,0.392,0.3227,0.0771,0.1866,0.3177,0.1251,0.0069,1.6408,0.2042,0.4532,0.7252,2.1388,0.3655,0.3266,0.0586
53.5638,1.6772,7.9948,0.0977,0.005,0.4702,0.1355,0.5179,0.429,0.615,0.2893,0.0823,0.1865,0.3119,0.1264,0.0075,1.4497,0.1724,0.4061,0.824,1.627,0.1606,0.0255,0.073
53.6638,1.6039,7.6818,0.103,0.0051,0.5379,0.1842,0.4762,0.4006,0.5158,0.2451,0.0874,0.1876,0.3084,0.1278,0.0077,1.2544,0.0923,0.3509,0.9,1.24,0.3773,0.3232,0.0631
53.7637,1.6071,7.7844,0.1034,0.0057,0.1139,0.2216,0.2651,0.7028,0.1156,0.1905,0.0916,0.1902,0.3036,0.1283,0.0077,1.8489,0.1256,0.2938,0.9524,1.6411,0.3484,0.5443,0.0363
53.8636,1.7058,8.0356,0.0975,0.0065,0.2837,0.247,0.2889,0.7528,0.2877,0.1287,0.0942,0.1933,0.2946,0.1275,0.0078,2.2251,0.1433,0.2403,0.9884,1.1187,0.0736,0.589,0.0158
53.9636,1.5718,7.6501,0.0858,0.0072,0.3667,0.2603,0.3344,0.2509,0.2263,0.0711,0.0945,0.1959,0.2812,0.1249,0.0082,1.7531,0.0879,0.1923,1.0193,0.7837,0.2755,0.4441,0.045
54.0635,1.6879,8.0233,0.0701,0.0077,0.2404,0.2622,0.634,0.6553,0.3492,0.0674,0.0921,0.1976,0.2674,0.1213,0.0087,1.6234,0.0542,0.1473,1.054,1.0874,0.2955,0.1571,0.0664
54.1634,1.6693,7.9166,0.055,0.0082,0.4587,0.2539,0.5577,0.3931,0.5162,0.1232,0.0868,0.1992,0.2612,0.1179,0.0093,1.4693,0.1005,0.1026,1.0924,0.6584,0.0612,0.1852,0.0662
54.2634,1.592,7.7605,0.0497,0.0084,0.5218,0.2368,0.4799,0.4855,0.4448,0.1843,0.0789,0.2022,0.2711,0.116,0.0095,0.9642,0.1091,0.0709,1.1239,0.3126,0.179,0.4598,0.0461
54.3633,1.734,8.0927,0.0598,0.0084,0.1096,0.2123,0.2543,0.4378,0.0729,0.2356,0.0691,0.2079,0.2997,0.1161,0.0095,1.8146,0.0629,0.0986,1.132,0.5472,0.2623,0.584,0.0188
54.4632,1.6065,7.8187,0.0787,0.0083,0.4237,0.1821,0.2644,0.3685,0.2893,0.2718,0.0582,0.2164,0.3412,0.1177,0.0092,1.9893,0.0761,0.1721,1.1011,0.4603,0.1519,0.5176,0.0374
54.5632,1.6623,7.8535,0.0983,0.008,0.2842,0.148,0.3809,0.4462,0.2461,0.2912,0.0474,0.2258,0.3857,0.1191,0.009,1.7853,0.1601,0.2586,1.0225,0.2145,0.1007,0.2827,0.063
54.6631,1.705,8.1078,0.1143,0.0075,0.1228,0.1127,0.5072,0.8339,0.5271,0.2945,0.0379,0.2336,0.4236,0.1191,0.0092,0.875,0.1681,0.344,0.8972,0.4096,0.2641,0.0495,0.0718
54.763,1.5943,7.654,0.1246,0.0069,0.5679,0.0825,0.4982,0.8503,0.5289,0.2846,0.0307,0.2374,0.4481,0.117,0.0098,0.8793,0.097,0.4191,0.7395,0.7531,0.2444,0.3546,0.0575
54.863,1.7017,8.0483,0.1283,0.0061,0.3852,0.0713,0.5034,0.6738,0.3207,0.2654,0.0263,0.2356,0.4552,0.1135,0.0105,1.5387,0.1506,0.4771,0.5838,0.6634,0.0155,0.5459,0.0289
54.9629,1.6576,7.8844,0.1257,0.0053,0.1796,0.0886,0.3992,1.0523,0.1465,0.2406,0.0248,0.2282,0.4445,0.1099,0.011,2.5193,0.232,0.5136,0.4981,0.8215,0.2696,0.5557,0.0251
55.0628,1.6071,7.6744,0.1181,0.0043,0.4018,0.1212,0.2851,0.6353,0.2389,0.2127,0.0254,0.2167,0.4187,0.1081,0.0109,1.5362,0.2043,0.5267,0.5539,1.1345,0.2859,0.3818,0.0556
55.1628,1.7108,8.0892,0.108,0.0034,0.3926,0.1564,0.311,0.9108,0.2636,0.1827,0.0271,0.2036,0.3841,0.1086,0.0101,0.5431,0.1607,0.5165,0.7263,1.0699,0.0494,0.0816,0.0751
55.2627,1.6087,7.5871,0.0989,0.0026,0.3732,0.1882,0.3967,0.2642,0.4606,0.1516,0.0292,0.1917,0.3501,0.111,0.0089,0.9225,0.2261,0.4841,0.9478,1.245,0.3518,0.2507,0.0721
55.3626,1.627,7.8527,0.0939,0.002,0.6041,0.2134,0.5269,0.4051,0.4289,0.1233,0.0308,0.1832,0.3271,0.1133,0.0073,0.8452,0.2447,0.4314,1.1796,1.3953,0.3798,0.4999,0.0514
55.4626,1.7057,7.8223,0.0945,0.0019,0.3354,0.2303,0.5226,0.7618,0.2897,0.1076,0.0309,0.1781,0.3216,0.1141,0.0061,1.4374,0.2091,0.3607,1.4018,1.3053,0.0989,0.5859,0.0253
55.5625,1.5355,7.547,0.099,0.0023,0.2163,0.2379,0.4484,1.4888,0.1315,0.1147,0.0289,0.1746,0.3314,0.1128,0.0057,1.4883,0.2398,0.2765,1.6001,1.5287,0.3509,0.481,0.0376
55.6624,1.6998,7.7964,0.1037,0.0029,0.3194,0.236,0.2932,1.7402,0.199,0.1395,0.0243,0.1704,0.3474,0.1103,0.0059,1.4397,0.2574,0.1917,1.7602,1.5387,0.3868,0.2175,0.0591
55.7624,1.6017,7.626,0.1053,0.0037,0.1821,0.2253,0.3062,1.8015,0.2805,0.1676,0.0174,0.1637,0.3596,0.1088,0.0061,1.5421,0.2048,0.1502,1.8677,1.4488,0.1033,0.1183,0.0649
55.8623,1.5638,7.4561,0.1014,0.0049,0.167,0.207,0.3719,1.3131,0.5101,0.1881,0.0089,0.154,0.3613,0.1102,0.0057,1.4521,0.2223,0.2051,1.9092,1.6709,0.3617,0.417,0.0505
55.9622,1.6953,7.7214,0.0912,0.0063,0.5788,0.183,0.4646,0.946,0.3846,0.1952,0.0055,0.1425,0.3502,0.1151,0.0045,1.4004,0.2739,0.3098,1.8759,1.4816,0.4008,0.5812,0.0262
56.0622,1.4959,7.3808,0.0752,0.0079,0.2699,0.156,0.4819,1.2541,0.2085,0.1866,0.0147,0.131,0.329,0.1221,0.0025,1.149,0.2225,0.4185,1.7663,1.3958,0.1405,0.5576,0.0308
56.1621,1.6449,7.3814,0.0558,0.0098,0.3733,0.1302,0.4598,1.6869,0.2107,0.163,0.0249,0.1219,0.305,0.1284,0.0014,0.8222,0.1581,0.5111,1.5879,1.6416,0.3533,0.354,0.0547
56.262,1.5683,7.6371,0.0408,0.0118,0.4215,0.1119,0.3936,1.7237,0.1888,0.128,0.0339,0.1162,0.2892,0.1315,0.0043,1.5284,0.2245,0.5757,1.3583,1.2849,0.3768,0.0373,0.0672
56.362,1.5322,6.9719,0.0451,0.0137,0.1444,0.108,0.3546,1.9167,0.283,0.0891,0.0412,0.1132,0.2918,0.1297,0.0078,0.8503,0.2336,0.605,1.105,1.2338,0.1174,0.2902,0.0588
56.4619,1.5907,7.59,0.0669,0.0155,0.2726,0.1197,0.3195,1.3337,0.498,0.0637,0.0465,0.1107,0.3148,0.123,0.0111,0.2149,0.144,0.5963,0.8657,1.4612,0.3137,0.5203,0.0387
56.5618,1.5374,7.0693,0.0929,0.017,0.5741,0.1408,0.3543,1.608,0.3857,0.0793,0.0499,0.1064,0.3511,0.1127,0.0138,0.5524,0.1283,0.5511,0.6858,0.9247,0.3199,0.5773,0.0317
56.6617,1.4925,7.0857,0.1166,0.0181,0.1775,0.1638,0.4316,1.0585,0.2172,0.1217,0.052,0.0987,0.3899,0.1013,0.0157,1.2009,0.1816,0.4756,0.6007,0.9685,0.0446,0.4442,0.0537
56.7617,1.5916,7.3206,0.1349,0.0187,0.2624,0.1837,0.5598,1.5586,0.1152,0.1708,0.0531,0.087,0.4224,0.0927,0.0166,1.4393,0.1518,0.3807,0.596,1.156,0.2168,0.1637,0.0699
56.8616,1.4431,6.7493,0.146,0.0187,0.2639,0.1975,0.4577,1.1923,0.1256,0.2198,0.054,0.0717,0.4433,0.09,0.0166,0.6727,0.0807,0.2829,0.6139,0.4552,0.1927,0.1751,0.0672
56.9615,1.5233,7.125,0.1494,0.0182,0.1467,0.2037,0.366,1.106,0.2767,0.266,0.0549,0.0538,0.4504,0.0932,0.0158,1.1141,0.0975,0.2097,0.6072,0.7008,0.0688,0.4563,0.0456
57.0615,1.524,6.8665,0.1452,0.0171,0.414,0.2021,0.3166,0.7104,0.3271,0.3063,0.0564,0.035,0.4445,0.0999,0.0145,0.3716,0.1211,0.1965,0.5562,0.7199,0.1927,0.5906,0.0207
57.1614,1.3877,6.7175,0.1344,0.0156,0.5437,0.1941,0.3842,1.0921,0.2971,0.3375,0.0587,0.0184,0.4283,0.1068,0.013,1.1939,0.0958,0.2374,0.4602,0.1185,0.1084,0.5344,0.0404
57.2613,1.5562,6.8389,0.1192,0.0137,0.1739,0.1823,0.3674,1.3015,0.2517,0.356,0.0619,0.016,0.4062,0.1121,0.0116,1.3673,0.0849,0.2907,0.3295,0.7354,0.1582,0.3051,0.065
57.3613,1.3802,6.7055,0.1025,0.0117,0.2853,0.1706,0.5767,1.4239,0.1062,0.3592,0.066,0.0294,0.3827,0.1155,0.0105,1.0628,0.1347,0.3326,0.1796,0.2937,0.1881,0.0247,0.0735
57.4612,1.4495,6.3991,0.088,0.0095,0.251,0.1636,0.4574,0.7187,0.1684,0.3457,0.0706,0.0443,0.3618,0.1176,0.0094,0.5969,0.1467,0.3554,0.0314,0.7397,0.0226,0.3412,0.0592
57.5611,1.4557,6.8613,0.0792,0.0076,0.0116,0.164,0.4468,0.487,0.3832,0.316,0.0751,0.0578,0.3453,0.1196,0.0082,0.7237,0.1019,0.3596,0.1141,1.0946,0.2658,0.547,0.0318
57.6611,1.3564,6.1384,0.0772,0.0059,0.3532,0.1713,0.3178,0.981,0.5036,0.2726,0.0789,0.0691,0.3325,0.1222,0.0065,0.4704,0.1497,0.3499,0.2264,0.3788,0.2761,0.5724,0.0252
57.761,1.426,6.5698,0.0794,0.0045,0.4444,0.1817,0.395,1.2236,0.4317,0.2195,0.0815,0.0781,0.3218,0.1252,0.0042,0.4009,0.2281,0.3337,0.3058,1.3376,0.1475,0.4099,0.0526
57.8609,1.3948,6.3783,0.0819,0.0036,0.1426,0.1908,0.2998,1.7444,0.3078,0.162,0.0825,0.0846,0.3113,0.1272,0.0017,0.6627,0.2046,0.3185,0.3517,1.5614,0.3255,0.1119,0.0692
57.9609,1.3196,6.0149,0.0815,0.0032,0.26,0.1952,0.5117,1.6858,0.196,0.1056,0.082,0.0889,0.3013,0.127,0.0023,0.6746,0.1442,0.3094,0.3727,0.8241,0.2996,0.2257,0.064
58.0608,1.4141,6.4699,0.0771,0.0032,0.1245,0.1929,0.5198,1.2475,0.1422,0.0576,0.0805,0.0918,0.294,0.1235,0.0054,0.7402,0.2258,0.3066,0.3884,1.8711,0.2372,0.4903,0.0409
58.1607,1.3193,5.9165,0.0697,0.0036,0.2086,0.1838,0.4615,0.6846,0.4404,0.0393,0.0788,0.0952,0.2935,0.1168,0.0083,0.9273,0.2743,0.3054,0.4244,2.0056,0.4499,0.596,0.0216
