Frequency (Hz),Red_X,Red_Y,Blue_X,Blue_Y,Green_X,Green_Y,Orange_X,Orange_Y,Yellow_X,Yellow_Y,Pink_X,Pink_Y,Purple_X,Purple_Y,Red2_X,Red2_Y,Blue2_X,Blue2_Y,Green2_X,Green2_Y,Orange2_X,Orange2_Y,Yellow2_X,Yellow2_Y,Pink2_X,Pink2_Y
31.3788,0.0179,0.018,0.1292,0.0928,0.079,0.1679,0.0638,0.0747,0.1398,0.0714,0.2902,0.3675,4.4349,0.5294,0.0691,0.1051,0.2358,0.1467,0.2707,159.7588,0.1426,0.106,0.2579,0.3038,0.1985,0.2979
31.4787,0.015,0.0111,0.1248,0.0907,0.0561,0.1963,0.0596,0.0475,0.1455,0.0666,0.256,0.3789,3.6111,1.2128,0.0631,0.1066,0.2296,0.1375,0.2394,326.3984,0.1372,0.1175,0.2755,0.2857,0.2075,0.4122
31.5787,0.0168,0.0075,0.1252,0.0822,0.0329,0.2276,0.054,0.0224,0.1488,0.0553,0.2235,0.3841,2.5633,1.3641,0.0524,0.1064,0.228,0.1586,0.2409,459.2724,0.1315,0.1272,0.2815,0.2718,0.2275,0.5212
31.6786,0.0214,0.012,0.1298,0.0696,0.0247,0.2555,0.048,0.0186,0.1487,0.0404,0.202,0.3892,2.6722,0.9448,0.0386,0.1044,0.2301,0.195,0.2753,538.3714,0.1261,0.1348,0.2731,0.2677,0.2504,0.609
31.7785,0.0262,0.0185,0.1359,0.0562,0.0432,0.275,0.0429,0.0386,0.1461,0.0282,0.1969,0.3946,2.2431,0.958,0.0252,0.1008,0.2335,0.2257,0.3189,554.0637,0.1215,0.1401,0.254,0.2735,0.268,0.6661
31.8785,0.0294,0.0239,0.1405,0.047,0.0673,0.283,0.041,0.0582,0.143,0.0309,0.2052,0.3958,3.2606,0.625,0.0214,0.0959,0.2357,0.2383,0.3504,505.0341,0.1179,0.1429,0.2333,0.2835,0.2745,0.687
31.9784,0.0304,0.0271,0.1416,0.0477,0.0887,0.2777,0.043,0.0737,0.1412,0.0457,0.2177,0.3872,3.5196,0.2978,0.0317,0.0905,0.2361,0.2278,0.3591,398.0696,0.1151,0.1431,0.2228,0.2904,0.2668,0.6696
32.0783,0.029,0.0278,0.1389,0.0584,0.1048,0.2591,0.0479,0.0838,0.1414,0.0614,0.2261,0.3685,2.8157,0.8649,0.0452,0.0855,0.2354,0.1958,0.3444,247.7465,0.113,0.1409,0.2292,0.2891,0.2448,0.6151
32.1783,0.0256,0.0259,0.1334,0.0738,0.1139,0.2287,0.0534,0.0885,0.1426,0.0735,0.2256,0.3497,4.6534,1.1924,0.0563,0.0822,0.2351,0.1515,0.315,84.3848,0.1116,0.1364,0.2475,0.2784,0.2114,0.529
32.2782,0.0209,0.0216,0.1274,0.0892,0.1153,0.1902,0.0578,0.0878,0.1429,0.0797,0.2154,0.3518,5.0247,1.6418,0.063,0.0814,0.2358,0.1167,0.2879,135.5124,0.1109,0.1299,0.2664,0.2618,0.1728,0.4229
32.3781,0.0167,0.0155,0.123,0.1012,0.1091,0.1509,0.0601,0.0832,0.1411,0.0793,0.1973,0.3927,4.5806,1.1385,0.0643,0.0833,0.2373,0.1223,0.2829,295.6179,0.1111,0.1218,0.2764,0.246,0.139,0.3205
32.4781,0.0153,0.009,0.1215,0.1072,0.0959,0.124,0.0602,0.0769,0.1372,0.0726,0.1749,0.4688,3.0093,0.3056,0.0602,0.0874,0.2381,0.1604,0.3059,424.8306,0.1122,0.1124,0.2735,0.2389,0.1226,0.2704
32.578,0.0179,0.006,0.123,0.1054,0.077,0.1259,0.0588,0.0732,0.1331,0.0605,0.1534,0.5595,2.4614,0.6421,0.0511,0.0923,0.2368,0.1987,0.3429,504.0007,0.1136,0.1025,0.2593,0.244,0.1273,0.3154
32.6779,0.0222,0.0107,0.1263,0.0953,0.055,0.1546,0.0574,0.0765,0.1313,0.0456,0.1375,0.6431,3.025,0.8934,0.0385,0.0968,0.2334,0.2194,0.3754,523.9674,0.115,0.0926,0.2405,0.258,0.1414,0.4195
32.7779,0.0259,0.0164,0.1301,0.0774,0.0355,0.1932,0.0578,0.0882,0.1333,0.0336,0.1311,0.7037,2.4299,0.3327,0.0254,0.0999,0.229,0.216,0.3911,483.2365,0.1159,0.0836,0.227,0.2729,0.1512,0.5316
32.8778,0.0279,0.0207,0.1335,0.055,0.0329,0.2294,0.061,0.1054,0.1384,0.0339,0.1351,0.7317,2.4804,1.3294,0.0204,0.101,0.2259,0.1891,0.3865,387.6186,0.1159,0.0765,0.2267,0.2819,0.149,0.6249
32.9777,0.0277,0.0228,0.1357,0.0368,0.0498,0.2564,0.0663,0.1236,0.1438,0.0462,0.1479,0.7238,1.796,1.4648,0.0296,0.1002,0.2258,0.1471,0.3661,249.2861,0.115,0.0722,0.2387,0.2816,0.1323,0.6855
33.0777,0.0253,0.0224,0.1362,0.0407,0.0711,0.2708,0.0722,0.1394,0.1464,0.0609,0.1673,0.6831,0.8555,1.0106,0.0432,0.098,0.2287,0.111,0.3416,85.1748,0.1132,0.0716,0.2548,0.2727,0.1022,0.7059
33.1776,0.0212,0.0197,0.1347,0.061,0.09,0.271,0.0767,0.1499,0.1442,0.0728,0.1911,0.6179,2.6589,0.4398,0.0551,0.0957,0.2325,0.1149,0.3282,85.4434,0.111,0.075,0.2657,0.2598,0.0623,0.6839
33.2775,0.0165,0.0148,0.1313,0.0808,0.1041,0.2571,0.0785,0.1532,0.1369,0.0795,0.2167,0.5405,1.7441,0.3242,0.0631,0.0949,0.2348,0.1543,0.3357,242.413,0.1085,0.0818,0.2664,0.2496,0.0202,0.6212
33.3775,0.0136,0.0087,0.1267,0.0934,0.1121,0.2302,0.0765,0.1484,0.1267,0.0802,0.2414,0.4644,0.1628,0.848,0.0664,0.0968,0.2337,0.1951,0.3599,368.2736,0.1061,0.0909,0.257,0.2477,0.0327,0.5241
33.4774,0.0147,0.0036,0.1224,0.0963,0.1137,0.1926,0.0709,0.1353,0.1179,0.0749,0.2625,0.4002,1.4724,1.7517,0.0646,0.1019,0.2297,0.2183,0.3877,449.3409,0.1036,0.1009,0.2423,0.2551,0.07,0.4043
33.5773,0.0188,0.0078,0.1204,0.0891,0.1091,0.1479,0.0622,0.1147,0.1156,0.0645,0.278,0.3514,2.1608,1.1885,0.0581,0.1098,0.2249,0.2163,0.4063,477.4497,0.1011,0.1108,0.2301,0.2674,0.0973,0.2832
33.6773,0.0232,0.0141,0.1217,0.0731,0.0992,0.1016,0.0521,0.0883,0.1213,0.051,0.2868,0.3125,1.4432,0.5728,0.0481,0.1189,0.2227,0.1891,0.4094,450.6863,0.0984,0.1196,0.2277,0.278,0.1103,0.2099
33.7772,0.0262,0.0193,0.126,0.0515,0.0859,0.065,0.0436,0.0591,0.1319,0.0382,0.2892,0.2738,0.9652,0.4784,0.0361,0.1276,0.2249,0.1437,0.3973,373.4112,0.0954,0.1267,0.236,0.2822,0.1076,0.2445
33.8771,0.0273,0.0227,0.1312,0.031,0.072,0.0616,0.0404,0.0344,0.1419,0.0331,0.2868,0.2285,0.7267,0.2897,0.0253,0.1344,0.2307,0.1019,0.3767,255.6184,0.0922,0.1316,0.2493,0.2782,0.091,0.3427
33.9771,0.0263,0.0238,0.1347,0.0292,0.0618,0.0882,0.044,0.0341,0.1468,0.0393,0.2819,0.1768,1.7175,0.5241,0.0218,0.1383,0.2368,0.1066,0.359,112.1259,0.0889,0.1342,0.2599,0.2675,0.0684,0.4424
34.077,0.0234,0.0225,0.1349,0.0468,0.0597,0.1177,0.0514,0.0552,0.1444,0.0504,0.2773,0.1269,3.394,1.2681,0.0278,0.1387,0.2395,0.1548,0.3544,48.5676,0.0859,0.1346,0.2625,0.2545,0.0615,0.5185
34.1769,0.0194,0.0191,0.1312,0.0655,0.066,0.1393,0.0587,0.0768,0.1353,0.0599,0.2757,0.0965,3.8961,0.7845,0.0367,0.1353,0.2366,0.2048,0.3662,191.7868,0.0832,0.1325,0.2564,0.2447,0.0881,0.5607
34.2769,0.0158,0.0141,0.1249,0.0794,0.0763,0.1492,0.0637,0.0927,0.123,0.0646,0.2791,0.1006,1.918,0.543,0.0444,0.1286,0.2285,0.2365,0.3875,314.183,0.0811,0.128,0.2449,0.2418,0.1292,0.565
34.3768,0.015,0.0087,0.1187,0.0869,0.086,0.1463,0.0653,0.1008,0.1136,0.0633,0.2881,0.1255,2.306,0.6276,0.0492,0.1192,0.2187,0.2418,0.4076,399.8634,0.0799,0.121,0.234,0.2457,0.1682,0.5316
34.4767,0.0175,0.007,0.1154,0.0879,0.0923,0.1307,0.0633,0.1006,0.1133,0.0556,0.3019,0.1577,1.9665,0.7402,0.051,0.1084,0.2122,0.2201,0.4177,439.7697,0.0802,0.1117,0.2299,0.2524,0.1968,0.4642
34.5767,0.0215,0.0114,0.1168,0.0831,0.0938,0.1036,0.0583,0.0927,0.1231,0.0425,0.3183,0.2011,1.3099,0.987,0.0499,0.098,0.2126,0.1781,0.4141,430.1725,0.0823,0.1,0.2344,0.2569,0.2105,0.3693
34.6766,0.0251,0.017,0.1218,0.0731,0.0904,0.0676,0.0513,0.0793,0.1375,0.0267,0.334,0.2639,1.7385,0.7425,0.0469,0.09,0.2196,0.1343,0.3986,372.9105,0.0861,0.086,0.2438,0.2558,0.2075,0.2556
34.7765,0.0271,0.0215,0.1278,0.059,0.0829,0.0264,0.0439,0.0651,0.1498,0.0189,0.3455,0.3468,0.9939,0.7223,0.043,0.086,0.2287,0.1258,0.378,275.3518,0.0912,0.0702,0.252,0.249,0.1891,0.1345
34.8765,0.0271,0.0242,0.132,0.042,0.073,0.0241,0.0382,0.0581,0.1551,0.0314,0.3495,0.4414,1.2642,1.0282,0.0396,0.0865,0.2343,0.1651,0.3619,151.3142,0.0968,0.0529,0.2541,0.2398,0.1601,0.0462
34.9764,0.0252,0.0247,0.1328,0.0259,0.0639,0.0674,0.0359,0.0652,0.1517,0.0492,0.3435,0.5358,1.7311,1.0689,0.0375,0.0905,0.2329,0.2168,0.3588,57.1825,0.1022,0.0351,0.2488,0.2337,0.1311,0.1246
35.0763,0.0217,0.023,0.1304,0.0232,0.0595,0.108,0.0372,0.0828,0.1405,0.0643,0.3265,0.6181,1.018,1.1731,0.0372,0.0962,0.224,0.255,0.3699,160.0583,0.1067,0.0203,0.2381,0.2359,0.1191,0.2208
35.1763,0.0179,0.0194,0.1257,0.0385,0.0619,0.1418,0.0408,0.1028,0.1252,0.0737,0.299,0.6799,1.4631,1.4478,0.0383,0.1019,0.2111,0.268,0.3889,284.1214,0.1101,0.0215,0.2271,0.247,0.1339,0.2974
35.2762,0.0154,0.0144,0.1206,0.0568,0.0697,0.1663,0.0451,0.1197,0.1125,0.0762,0.2628,0.7175,1.4369,0.635,0.0402,0.1065,0.2006,0.2525,0.4062,381.324,0.1118,0.0378,0.2212,0.2629,0.1636,0.3488
35.3761,0.0162,0.0097,0.1169,0.0715,0.0793,0.18,0.049,0.1305,0.1094,0.0715,0.2211,0.7331,2.1018,0.4053,0.0425,0.1095,0.1987,0.2123,0.4141,438.5456,0.1118,0.0572,0.2231,0.2773,0.1917,0.3735
35.476,0.0195,0.0084,0.1155,0.0798,0.0879,0.1826,0.0524,0.1333,0.1176,0.0604,0.1782,0.7343,0.55,0.4718,0.0452,0.1112,0.2069,0.1597,0.4092,448.9146,0.1099,0.0766,0.2306,0.285,0.2083,0.3727
35.576,0.0233,0.012,0.1165,0.08,0.0938,0.1745,0.055,0.1274,0.1312,0.0456,0.1391,0.731,0.8266,0.3123,0.0481,0.1121,0.2203,0.1231,0.3933,411.0544,0.1065,0.095,0.2385,0.2839,0.2086,0.3493
35.6759,0.0261,0.0167,0.1191,0.0716,0.0966,0.1575,0.0569,0.1128,0.1429,0.0328,0.1093,0.7307,0.2163,0.5247,0.0511,0.1129,0.2319,0.1378,0.3723,329.0763,0.1018,0.1119,0.2426,0.275,0.1918,0.3083
35.7758,0.0273,0.0205,0.1222,0.0555,0.0967,0.134,0.0578,0.0903,0.1479,0.0325,0.0947,0.7337,0.7386,0.8032,0.0539,0.1142,0.236,0.1847,0.3554,212.3758,0.0964,0.1269,0.2411,0.2622,0.1607,0.2557
35.8758,0.0266,0.0226,0.1251,0.0345,0.0949,0.1073,0.0574,0.0615,0.1445,0.0452,0.097,0.7324,1.9552,1.3717,0.0557,0.1164,0.2308,0.2271,0.3501,77.6362,0.091,0.1395,0.2356,0.2508,0.122,0.1994
35.9757,0.0242,0.0226,0.127,0.0186,0.0922,0.0815,0.0557,0.0311,0.1336,0.0603,0.1117,0.7155,2.212,1.1788,0.0558,0.1194,0.2185,0.2473,0.3579,84.8306,0.0865,0.1497,0.2299,0.2454,0.0902,0.1504
36.0756,0.0208,0.0206,0.1274,0.0305,0.0897,0.061,0.053,0.0272,0.1192,0.0721,0.133,0.6727,0.8535,0.626,0.0535,0.1225,0.205,0.2391,0.3729,217.1315,0.0835,0.1571,0.2277,0.2471,0.0883,0.126
36.1756,0.0176,0.0168,0.1258,0.0514,0.0875,0.0498,0.0505,0.06,0.1074,0.0783,0.1568,0.5994,0.481,0.124,0.0486,0.1251,0.1977,0.204,0.3857,327.599,0.0825,0.1616,0.2306,0.2533,0.115,0.1378
36.2755,0.0164,0.012,0.1224,0.0682,0.0856,0.0466,0.0498,0.0966,0.1049,0.078,0.1798,0.4983,0.4009,0.5325,0.0412,0.1264,0.2011,0.1517,0.389,400.1898,0.0835,0.1635,0.2362,0.2594,0.1461,0.1723
36.3754,0.0178,0.0076,0.1182,0.0774,0.0835,0.0455,0.0524,0.1305,0.1127,0.0714,0.1991,0.3819,1.6772,1.2088,0.0322,0.1258,0.2127,0.1082,0.3798,425.8083,0.0861,0.1626,0.2405,0.2619,0.1674,0.2112
36.4754,0.0209,0.0074,0.1149,0.0779,0.0806,0.0419,0.0585,0.1589,0.1258,0.0598,0.2118,0.2781,3.4593,1.9464,0.0241,0.123,0.2253,0.1189,0.3604,400.9803,0.0899,0.1593,0.2404,0.2594,0.1732,0.2445
36.5753,0.0239,0.0114,0.1146,0.0702,0.077,0.036,0.0665,0.1801,0.1375,0.0458,0.2161,0.2369,3.2232,1.5213,0.0225,0.1179,0.2321,0.1711,0.3379,328.188,0.0945,0.1535,0.2351,0.2531,0.162,0.2671
36.6752,0.0257,0.0158,0.1179,0.0557,0.0736,0.0347,0.0743,0.1925,0.1438,0.0347,0.2121,0.2795,1.2315,0.4355,0.0295,0.1109,0.2294,0.2215,0.3225,215.8801,0.0993,0.1456,0.2269,0.2461,0.1357,0.2756
36.7752,0.0258,0.019,0.1238,0.0374,0.0716,0.0465,0.08,0.1956,0.1432,0.0345,0.2027,0.3523,1.6638,0.1148,0.0401,0.1024,0.2182,0.2509,0.3213,80.2493,0.1038,0.1356,0.2199,0.2417,0.1,0.2685
36.8751,0.0242,0.0204,0.1299,0.0213,0.0726,0.0684,0.0823,0.1893,0.1367,0.0449,0.194,0.4109,1.7296,0.6342,0.0501,0.0933,0.2031,0.2525,0.3332,85.2763,0.1074,0.1238,0.2181,0.242,0.0682,0.2455
36.975,0.0213,0.02,0.1337,0.0221,0.0772,0.0939,0.0801,0.1745,0.1274,0.0576,0.1938,0.4376,1.8748,0.4716,0.0575,0.0843,0.192,0.2269,0.3494,224.9309,0.1097,0.1106,0.2224,0.2463,0.0679,0.2093
37.075,0.018,0.0178,0.1336,0.0363,0.0847,0.1183,0.0733,0.1531,0.1196,0.0675,0.207,0.4286,2.5434,0.8748,0.0612,0.0763,0.1915,0.1828,0.3593,343.5159,0.1105,0.0967,0.2298,0.2517,0.0983,0.1677
37.1749,0.0157,0.0142,0.1295,0.0499,0.0933,0.1385,0.0621,0.1285,0.117,0.0725,0.2314,0.3879,1.6118,0.6922,0.0604,0.0703,0.2015,0.1414,0.3558,423.2571,0.11,0.0832,0.2355,0.2547,0.1314,0.14
37.2748,0.016,0.0103,0.1225,0.0595,0.101,0.1521,0.0475,0.1064,0.1204,0.0717,0.2599,0.3247,1.2159,1.2851,0.0555,0.0665,0.2154,0.1381,0.3376,453.425,0.1087,0.0715,0.2363,0.2529,0.1543,0.1532
37.3748,0.0186,0.008,0.1153,0.0645,0.1061,0.1575,0.0315,0.0954,0.127,0.0655,0.2852,0.2508,2.0131,0.8472,0.047,0.0649,0.2254,0.1775,0.3098,429.3513,0.1071,0.0631,0.2315,0.246,0.1616,0.2048
37.4747,0.0218,0.0098,0.1108,0.0648,0.1074,0.154,0.0201,0.1019,0.1327,0.0557,0.3021,0.18,2.1973,0.4848,0.0368,0.0651,0.2265,0.2255,0.2835,352.9151,0.1054,0.0595,0.2237,0.236,0.1519,0.2692
37.5746,0.0243,0.0136,0.1106,0.0607,0.104,0.142,0.025,0.1217,0.1349,0.0456,0.3078,0.1285,1.5758,0.5438,0.0286,0.0665,0.2179,0.2585,0.2716,232.4179,0.1039,0.0607,0.2177,0.2264,0.1261,0.3285
37.6746,0.0254,0.0171,0.1139,0.0525,0.0956,0.124,0.0397,0.146,0.1326,0.041,0.3023,0.1168,0.6158,0.3197,0.0283,0.0688,0.2032,0.2662,0.2799,81.8247,0.1025,0.0656,0.2177,0.2206,0.0878,0.3716
37.7745,0.0248,0.0196,0.1184,0.0414,0.0825,0.1058,0.0545,0.1685,0.127,0.0459,0.2874,0.1491,1.5866,0.2671,0.0363,0.0718,0.1897,0.2469,0.3004,82.3026,0.1013,0.0723,0.2245,0.2203,0.0443,0.3907
37.8744,0.0227,0.0204,0.1215,0.031,0.0661,0.0979,0.0668,0.1857,0.1204,0.0567,0.2664,0.2079,1.0336,0.8976,0.0467,0.0754,0.1857,0.2061,0.3189,238.4659,0.1006,0.0795,0.2345,0.2242,0.0288,0.381
37.9744,0.0198,0.0196,0.1219,0.0304,0.0498,0.1103,0.0756,0.1957,0.1158,0.0676,0.2427,0.2816,0.988,1.2916,0.0556,0.0796,0.1941,0.1584,0.3241,368.8381,0.1008,0.0865,0.2424,0.2289,0.0651,0.3403
38.0743,0.0171,0.0172,0.1196,0.0434,0.0416,0.14,0.0808,0.1979,0.1152,0.0751,0.2192,0.3619,1.6569,0.8823,0.0609,0.0842,0.2096,0.133,0.3112,457.1639,0.1019,0.0927,0.2444,0.2316,0.0998,0.2692
38.1742,0.0161,0.0139,0.1154,0.0612,0.0499,0.1772,0.0827,0.1926,0.1182,0.0772,0.1971,0.439,1.6187,0.9891,0.0618,0.0887,0.2241,0.1528,0.2824,492.2783,0.1036,0.0979,0.2395,0.2305,0.1211,0.172
38.2742,0.0174,0.0107,0.1111,0.0774,0.069,0.2138,0.0823,0.1809,0.1228,0.0734,0.1766,0.502,3.2553,0.2885,0.0581,0.0925,0.2308,0.195,0.2477,469.4292,0.1058,0.1019,0.2302,0.2264,0.1255,0.0631
38.3741,0.0201,0.0094,0.108,0.0882,0.09,0.2446,0.0803,0.1646,0.1265,0.0638,0.1585,0.5408,3.5844,0.5535,0.0503,0.0949,0.2273,0.2301,0.2234,390.9819,0.1081,0.1048,0.2214,0.2214,0.1121,0.0975
38.474,0.0227,0.011,0.107,0.0913,0.1086,0.2661,0.0779,0.1462,0.1283,0.0496,0.1463,0.5482,2.6175,1.4003,0.0396,0.0953,0.2155,0.2437,0.2236,266.4509,0.1106,0.1064,0.2184,0.2184,0.0835,0.2277
38.574,0.0243,0.014,0.1083,0.0854,0.1221,0.2759,0.0754,0.1284,0.1278,0.0342,0.1462,0.5211,2.362,1.0441,0.0283,0.0934,0.2009,0.2315,0.2453,113.8505,0.1132,0.1066,0.2229,0.2196,0.0503,0.3544
38.6739,0.0244,0.0167,0.1113,0.0709,0.129,0.273,0.0731,0.1138,0.1261,0.0261,0.1617,0.4607,1.8744,0.3367,0.0218,0.089,0.1916,0.1959,0.2709,78.7186,0.116,0.1054,0.2318,0.2247,0.0523,0.4632
38.7738,0.023,0.0183,0.1151,0.0493,0.1287,0.2574,0.0703,0.1038,0.1241,0.0353,0.1893,0.3728,2.4648,0.1804,0.0258,0.0823,0.1936,0.1467,0.2851,233.2156,0.1187,0.1025,0.2393,0.2315,0.0965,0.5438
38.8738,0.0204,0.0184,0.1188,0.0249,0.1211,0.2305,0.0666,0.0983,0.1224,0.052,0.2207,0.2663,2.9386,0.8737,0.0355,0.0737,0.2056,0.1064,0.28,368.2126,0.1211,0.0977,0.2409,0.2368,0.1454,0.5884
38.9737,0.0175,0.0171,0.1214,0.0191,0.1073,0.1951,0.0615,0.0952,0.121,0.0678,0.2482,0.1521,1.545,0.6683,0.0451,0.064,0.2207,0.1093,0.2558,460.7603,0.1232,0.0911,0.235,0.2378,0.1857,0.5922
39.0736,0.0155,0.0146,0.1221,0.0416,0.0891,0.1558,0.0549,0.0924,0.1194,0.0789,0.2658,0.0417,2.2608,0.2799,0.0519,0.0548,0.2317,0.1463,0.2202,499.0397,0.1251,0.083,0.2241,0.2332,0.2112,0.5536
39.1736,0.0157,0.0117,0.1204,0.0636,0.0698,0.1199,0.0474,0.0889,0.117,0.0836,0.27,0.0618,2.8226,0.52,0.0551,0.0476,0.2343,0.1817,0.1899,478.3938,0.1269,0.0736,0.214,0.2242,0.2188,0.4755
39.2735,0.0177,0.0096,0.1165,0.079,0.0555,0.0985,0.0397,0.0852,0.1146,0.0811,0.2598,0.145,2.4624,0.8627,0.0545,0.0445,0.2282,0.1986,0.1846,401.6496,0.1288,0.0639,0.211,0.2137,0.2086,0.3655
39.3734,0.0204,0.01,0.1117,0.086,0.0539,0.1006,0.0335,0.084,0.1132,0.0718,0.2371,0.2112,1.4555,0.6209,0.0506,0.0457,0.2169,0.1916,0.2066,279.3407,0.1304,0.0546,0.2175,0.2065,0.185,0.2423
39.4733,0.0224,0.0125,0.1082,0.0843,0.0649,0.1187,0.03,0.0881,0.1145,0.0573,0.2069,0.2624,1.6887,0.7041,0.0444,0.0497,0.2063,0.1634,0.2374,133.7038,0.1313,0.047,0.23,0.2064,0.1588,0.165
39.5733,0.0232,0.0154,0.1083,0.0751,0.0803,0.1387,0.0298,0.0987,0.1188,0.0418,0.1776,0.3025,2.5784,0.6503,0.0379,0.0544,0.2021,0.1246,0.2587,94.3497,0.1313,0.0428,0.2412,0.2138,0.1483,0.2314
39.6732,0.0225,0.0177,0.1126,0.061,0.0941,0.1525,0.0318,0.1142,0.125,0.0351,0.1599,0.3339,1.5689,0.1931,0.0334,0.058,0.2059,0.1002,0.261,235.1169,0.1303,0.0434,0.2451,0.2255,0.167,0.3682
39.7731,0.0206,0.0187,0.1198,0.0466,0.1035,0.1561,0.0346,0.1318,0.1308,0.0449,0.1614,0.3556,0.9959,0.0764,0.0326,0.0598,0.2143,0.1168,0.2433,368.0536,0.1285,0.0487,0.2389,0.2364,0.2064,0.5047
39.8731,0.018,0.0184,0.127,0.0395,0.1072,0.1484,0.0378,0.1486,0.134,0.0617,0.1785,0.3634,0.8151,0.5861,0.0351,0.0594,0.2213,0.1562,0.2128,460.7767,0.1261,0.0572,0.2242,0.2424,0.2489,0.6171
39.973,0.016,0.0166,0.1316,0.0454,0.1052,0.1299,0.0416,0.1626,0.1333,0.0768,0.2014,0.3521,1.9885,0.4088,0.0384,0.0572,0.2221,0.1902,0.1858,500.4219,0.1233,0.0672,0.2065,0.2417,0.2821,0.6932
40.0729,0.0157,0.0136,0.1319,0.0587,0.0984,0.1023,0.0466,0.1723,0.1287,0.0859,0.2225,0.318,3.2832,0.2532,0.0403,0.054,0.2149,0.2056,0.1824,482.1476,0.1199,0.0776,0.1942,0.2353,0.2989,0.726
40.1729,0.0174,0.0101,0.1278,0.0729,0.0883,0.0687,0.0529,0.177,0.122,0.0874,0.2385,0.2623,2.66,0.645,0.0397,0.051,0.2016,0.1985,0.2063,408.681,0.116,0.0873,0.1939,0.2261,0.2961,0.7126
40.2728,0.0201,0.007,0.1204,0.0848,0.0776,0.0364,0.0602,0.1766,0.1161,0.0809,0.2493,0.196,1.8271,0.6026,0.0363,0.0494,0.187,0.1726,0.2393,290.2081,0.1116,0.0957,0.2046,0.2182,0.2746,0.654
40.3727,0.0225,0.0067,0.1122,0.0929,0.0696,0.0352,0.0673,0.1713,0.1141,0.0676,0.2558,0.1553,1.6219,0.4679,0.0307,0.05,0.1773,0.1405,0.2628,146.5706,0.1069,0.1024,0.2186,0.2147,0.2386,0.5557
40.4727,0.0239,0.0091,0.1059,0.0963,0.0677,0.0661,0.0731,0.1618,0.1172,0.0504,0.2586,0.1933,1.9395,0.4862,0.0244,0.0527,0.177,0.1267,0.2665,77.8744,0.1021,0.1069,0.228,0.2159,0.1966,0.4281
40.5726,0.0238,0.012,0.1034,0.0942,0.0724,0.0984,0.0767,0.1492,0.1235,0.0366,0.2567,0.2866,1.7651,0.2564,0.0206,0.0564,0.1848,0.1487,0.2487,206.5803,0.0975,0.1091,0.2282,0.2196,0.1624,0.2919
40.6725,0.0223,0.0141,0.1045,0.0865,0.0809,0.1243,0.0773,0.1342,0.1294,0.0381,0.2481,0.3913,1.4308,0.3819,0.0225,0.06,0.1952,0.1889,0.2159,334.4135,0.0933,0.1088,0.2194,0.2222,0.1524,0.2018
40.7725,0.0198,0.0151,0.1073,0.0739,0.0896,0.1408,0.0746,0.1178,0.1319,0.053,0.23,0.4876,0.8304,0.4788,0.0286,0.0623,0.2025,0.2241,0.1845,423.6883,0.0899,0.1061,0.2061,0.2214,0.1683,0.2471
40.8724,0.0171,0.0148,0.1097,0.0594,0.0956,0.1464,0.0687,0.1006,0.1292,0.0693,0.2003,0.5666,1.0375,0.879,0.0351,0.0629,0.2033,0.2416,0.1784,461.8932,0.0882,0.1011,0.1963,0.2172,0.1943,0.3736
40.9723,0.0154,0.0132,0.1103,0.0504,0.0975,0.1402,0.0602,0.0831,0.1219,0.0812,0.1591,0.6248,1.2002,1.0221,0.0399,0.0614,0.1975,0.237,0.2046,444.5617,0.0886,0.0939,0.1966,0.2119,0.2145,0.5037
41.0723,0.0159,0.011,0.1088,0.0559,0.0946,0.1229,0.0501,0.0656,0.1121,0.0862,0.1094,0.6624,1.9946,0.284,0.042,0.058,0.1877,0.2126,0.2434,374.4473,0.0912,0.0848,0.2071,0.2091,0.2206,0.6094
41.1722,0.018,0.0087,0.1058,0.0729,0.0872,0.0961,0.0398,0.0483,0.1041,0.0838,0.0644,0.6817,0.802,0.2903,0.0411,0.053,0.1788,0.178,0.2733,261.0607,0.0956,0.074,0.2214,0.2118,0.2094,0.6781
41.2721,0.0205,0.0078,0.1021,0.0917,0.0766,0.0641,0.031,0.0329,0.1023,0.0748,0.0693,0.6856,1.256,0.1987,0.0376,0.047,0.1754,0.1512,0.2826,121.2059,0.1006,0.0618,0.2313,0.22,0.1814,0.7033
41.3721,0.0223,0.0091,0.0989,0.106,0.0656,0.0415,0.0262,0.026,0.1076,0.0612,0.1208,0.6759,1.7358,0.264,0.0329,0.041,0.1794,0.1514,0.2684,60.2762,0.1054,0.0491,0.2317,0.2305,0.1398,0.6829
